job_id,job_desc
26,"
NANDO’S VISION

At Nando’s, we want to be the most loved restaurant brand in North America, sharing the spirit of Nando’s PERi-PERi with everyone who chooses to access it. We will redesign and build a business that thrives as it answers fully its consumers’ needs and endures over time through genuinely putting people at the heart of what we do. We will lead with our values and act with care compassion, and kindness. By doing this, we will Change Lives Together, every day and everywhere.

Role Summary

The Supply Chain Manager, North America, has primary responsibility for ensuring that Nando’s PERi-PERi restaurants are continuously supplied through the approved food, produce, packaging and smallware's distribution networks. Provides leadership, insight, and direction to distribution partners on upcoming promotions, tests and core menu inventory requirements. Collaborates cross functionally with Marketing Strategy, Food Team, Finance, Food Safety and Operations to mitigate financial risks as it relates to inventory overages or shortfalls. As with all members of the Nando’s family, there is an expectation to wear multiple hats, seek out opportunities to make us and themselves better every day and in general, be a good team player!

KEY FOCUS AREAS
• Represents the single point of accountability for distribution execution and programs.
• Direct point of contact for all restaurant teams to resolve distribution related service issues.
• Ensure supply continuity from product suppliers' production facilities through the supply chain to the restaurants.
• Track distributor performance quarterly and identify opportunities for improvement.
• Maintain and enhance the relationship with existing distribution partners while building distribution strategy that supports growth of North America.
• Promotes distribution relationships and ensures Nando’s PERi-PERi is a Customer of Choice.
• Leads annual distribution satisfaction surveys and provides analysis to support year over year results to Brand.
• Communicate and strategize with distribution partners regarding order planning, inventory levels, and other supply chain initiatives.
• Assist in management of demand and materials planning efforts for the Supply Chain Team including new item rollouts, transitions, and depletions.
• Gather and present relevant business data to cross-functional teams and external partners.
• Coordinate, analyze, and provide feedback on requests made by brand partners and Nando’s cross-functional teams.
• Provide support on operational projects for assigned brands.
• Provide customer service to the brand teams, and field staff.
• Manage data in the Supply Chain data management system.
• Leads monthly price verification across all distributors.
• Timely sharing and executing of contracts with distributor partners.
• Manages the development, negotiation, and execution of Master Distribution Agreements, addendums, and renewals.
• Codes, processes, and tracks Supply Chain-related invoices.

The above does not constitute the full responsibilities of the role, and the scope of the position could change.

Role Requirements
• A bachelor’s degree in business, supply chain, finance, or analytics. An equivalent combination of education and experience would be considered.
• 3-5 years' experience working for a restaurant brand
• Hybrid (on-site RSC and remote) work environment with +30% travel
• A strong understanding and skill in the Microsoft Office suite of products specifically Excel and PowerPoint.
• Strong analytical, critical thinking, and problem-solving skills.
• Demand planning and forecasting experience.
• Thorough understanding of the various industry & product dynamics such as seasonal demand, pricing trends, forecast, industry & business trends.
• Ability to prioritize and maintain multiple active projects.
• Previous supervisory experience is preferred
"
27,"
Job Description

At Leidos, everything we do is built on our commitment to do the right thing for our customers, our employees, and our communities. Our mission is to make the world safer, healthier, and more efficient through information technology, engineering, and science.

Leidos Intelligence Group is seeking Network Provision Engineers to join our team at client sites in Herndon and McLean, VA. In this position you will:
• Conduct network installations, including the physical placement of conduit, CAT5 and fiber optic cable, wall jacks, hardware, racks and communications equipment as required
• Ensure successful integration of network systems and components
• Ensure receipt of project tasking, review of approved engineering design, validation of router/switch/firewall including complex scripts
• Conduct network implementation, testing and troubleshooting, including support of after-hours implementations
• Fulfill reporting functions on network status

Basic Qualifications:
• TS/SCI with polygraph clearance
• Ability to satisfy a government-administered high risk screening
• Experience with surveys, installing conveyances, pulling and terminating cable, determining and implementing required pin outs, installing and configuring equipment chase, cards power supplies, racks, patch panels, etc., testing and documenting installations, dressing and labeling cables, racks, patch panels, etc.
• Detailed understanding of EIGRP, OSP, BGP/MP-BGP, and MPLS routing protocols
• Experience in cable installation and cable types (Copper, Fiber)
• Prerequisite knowledge of the latest Cisco and Juniper routing and switching platforms (for Service Provider Core/Edge, Datacenter, and Branch devices)
• Familiarity with Layer 2 and Layer 3 VPNs
• Knowledgeable of Type 1 (Government) and Type 2 (Commercial) Encrypted Cryptographic devices
• Candidate must have a total of 12 years of applicable experience. The experience can be a combination of degree and work history. This can be a High School degree and 12 years of work history or an Associate's and 10 years, a Bachelors' and 8 years, a Masters and 6 years or a PhD and 2 years of work history

Preferred Qualifications:
• Hands-on experience with Firewall appliances (VPN Concentrator and Adaptive Security Appliance) is preferred
• BICSI Certification and RCDD/DD Certification
• Cisco certification
"
28,"
Duties and Responsibilities:

The Network Architect is responsible for network management (e.g., switch updates and configuration, Wi-Fi troubleshooting, etc.) and performance tuning, along with isolating difficult network problems with client CTO services. The client organization has rolled out an eVoIP Managed Service deployment to roughly a third of its offices and is planning to roll out Wi-Fi services to all conference rooms in the next fiscal year.

The candidate will be expected to provide Operational support requirements as outlined below follows:
• Patching and System Monitoring. Off-hours patch monitoring is usually done during the weekend for a couple of hours on the monthly patch deployment. Occasionally, urgent security patches may require this to occur on a weeknight.
• System Operations and Management (O&M), including Ticket Resolution and Field Information Technology Specialist (ITS) Support
• Ability to support high priority requests from senior leadership with off hours support (On Call Duty Phone) in a professional and expedited manner while building trust and relationships with a small set of high priority requests from senior leadership.
• Deep understanding of the overall parent organization architecture to troubleshoot and isolate difficult performance problems.
• Submission of firewall change requests in support of evolving system changes and additions.
• Designing and implementing new network solutions and/or improving the efficiency of current networks.
• Establishing networking environment by designing system configurations and directing system installation.
• Defining, documenting, and enforcing system standards.
• Securing network system by establishing and enforcing policies and monitoring access.
• Installing, configuring, and supporting network equipment including wireless controllers, APs, switches, TFTP servers and DHCP servers.
• Configuring firewall policies and roles.
• Configuring Radius policies and roles on various platforms including VM servers and Microsoft NPS.
• Installing and configuring VOIP phones.
• Updating network equipment to the latest firmware releases and arranging scheduled upgrades.
• Reporting network status to key stakeholders.
• Provide regular training sessions to IT and non-IT users.
Desired Qualifications, Experience, and Competencies:
• Five (5) plus years of network specific experience designing and implementing major federal IT systems, either as an individual, or as a member of a team.
• Cisco CCNP Enterprise, Cisco CCNA, and Cisco Wireless certifications.
• Experience and knowledge in principles and practices of software development lifecycle (SDLC) and Agile methodologies.
• Understanding of IT practices, service management, governance frameworks, and industry standards (i.e., ITIL, ITSM, COBIT, ISO).
• Proficiency in business tools, such as, Word, Excel, Power-Point, Visio, SharePoint, Teams, etc.
• Excellent written and verbal skills.
• Ability to work independently and without adequate guidance.
• Ability to analyze complex data and present findings in a clear and easily understood manner.
• Ability to present recommendations for consideration and influence as needed.
• Travel: As required to meet the requirements of the projects.
• U.S. citizenship required.
Specialized Experience:
• Working knowledge of help desk tracking tools, preferably ServiceNow.
• Working knowledge of IT tracking tools, preferably Jira.
Education and Certification Requirements:
"
29,"
Job Duties:
• Manage a large user base Knowledge Management Services (KSN) system.
• Consistently update multiple sites
• Perform development and data integration using SharePoint Designer and SharePoint Server Data Integration Tools.
• Facilitate the design and migration of current SharePoint Sites to the new Microsoft Office SharePoint Server (MOSS) product.
• Provide technical support of Microsoft Office Products including, Office XP, 2003 and 2007 (including Microsoft Access and Project).
• Support development of internal training presentations for software/site upgrades and use of new MOSS applications.
• Other duties include, but are not limited to, supporting the Infrastructure and Business Development, updating the project financial spreadsheets, participating in teleconferencing calls and documenting project support requirements for the customer.

Requirements:
• Bachelor's degree OR an intern with related experience OR six years in lieu of a degree will be considered.
• Be performance- and schedule-driven, highly motivated, organized and detailed oriented.
• Excellent verbal and written communication skills.
• Demonstrated ability of working a task to closure.
• Excellent computer skills and a strong working knowledge of Microsoft Office Products, SharePoint, SharePoint Designer and/or other programming tools and data integration tools.
• Ability to work independently and as an effective team member in a fast paced, goal-oriented environment, completing tasks with minimal oversight.
• FAA knowledge is preferred but not required.
• U.S. Citizenship.
• Ability to pass a background check and drug test.
• Travel:
• None
"
30,"
What you will do in this role
• Modernize an On-Prem architecture migrating to Azure creating new data pipelines and contributing to architectural decisions
• Develop high-performance data pipelines.
• Contribute to architectural decisions and system evaluations.
• Build conceptual and logical data models for stakeholders and management.
• Ensure data quality and continuous improvement.
• Perform other duties as assigned.

What skills you will have for this role:
• Must have strong hands-on experience with Azure Data Factory and Databricks.
• 3+ years of experience in data engineering.
• Experienced in sourcing, maintaining, and updating data in On-Prem and Cloud environments.
• Strong SQL skills and knowledge of data warehousing and ETL best practices.
• Experience designing, building and monitoring of data pipelines using Azure Data Factory.
• Understands data warehousing, data cleaning, data pipelines and other analytical techniques required for data usage.
• Experience using GIT & Source Control.
• Some experience in developing NO SQL solutions using Azure Cosmos DB
• Bachelor’s degree in Information Systems, Computer Science, Engineering, or related field, or the equivalent combination of education, training and experience
"
31,"
Job Description

Prescient Edge is seeking a Sr. Data Engineer to support a federal government client.

Benefits:

At Prescient Edge, we believe that acting with integrity and serving our employees is the key to everyone's success. To that end, we provide employees with a best-in-class benefits package that includes:
• A competitive salary with performance bonus opportunities.
• Comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage.
• A substantial retirement plan with no vesting schedule. Career development opportunities, including on-the-job training, tuition reimbursement, and networking.
• A positive work environment where employees are respected, supported, and engaged.

Description:
• Supports defense analytical requirements with enhanced scientific/engineering research, capability limitation analysis, reverse engineering analysis/characterizations, facility, and vulnerability assessments.
• Analysis and production include, but is not limited to, complex foreign electronic systems, subsystems, facilities and/or equipment and can emphasize one or more area(s) pertaining to electric power, microelectronics, electronic hardware, circuits, sensors, guidance and control, signals, electromagnetic, electro-optical (EO)/infrared (IR) and/or similar areas associated with current and projected electronic systems and/or subsystems. This includes, but is not limited to, electrical engineering and sub-disciplines of computer, electronic, optical, and power engineering.
• Shall design, implement, and operate data management systems for intelligence needs.
• Shall design data storage, access, use, integration, and management for different data regimes and digital systems.
• Shall work with data users to determine, create, and populate optimal data architectures, structures, and systems.
• Shall plan, design, and optimize data throughput and query performance.
• Shall participate in the selection of backend database technologies (e.g. SQL, NoSQL, Graph Database, etc.), their configuration and utilization, and the optimization of the full data pipeline infrastructure to support the actual content, volume, ETL, and periodicity of data to support the intended kinds of queries and analysis to match expected responsiveness.

Job Requirements

Desired experiences:
• Minimum 12 years of experience related to the specific labor category with at least a portion of the experience within the last 2 years.
• Demonstrates comprehensive mission knowledge and skills that affirms completion of all developmental training and experiences for the labor category.
• Demonstrates ability to communicate understanding from information that may be incomplete, indirect, highly complex, seemingly unrelated, and / or technically advanced.
• Demonstrates ability to work independently with minimal oversight and direction.
• Demonstrates ability to collaborate and work with other IC members on information sharing, driving collection, and addressing analytic disputes and conflict resolution.

Desired education:
• Master's Degree in an area related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education: or have a bachelor's degree related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education and an additional 5 years of related Senior experience for a total of 17 years, as a substitute to the master's degree.

Security Clearance:
• Security clearance required TS/SCI with CI POLY or the ability to obtain CI POLY.
"
32,"
Position Summary

LinQuest is looking for an energetic and innovative Data Engineer/Scientist to assist in addressing gaps and discrepancies in sustainment-management reporting through the synchronization of multiple stakeholder requirements and the processing of sustainment data to develop and display operational readiness metrics. As a member of a team, the Data Engineer will streamline a current scheduling tool to improve user experience through the application of cascading filtering, refining user roles, and scheduling confidence ratings. As a Data Engineer the candidate will be adept at loading and joining data tables, integrating data from diverse static and automatic data sources, writing functions, and configuring charts and data grids. Candidates must be comfortable working with a wide range of stakeholders and functional teams that work across multiple time zones and have a passion for discovering solutions hidden in large data sets. Candidates will have the opportunity to work with unstructured and structured data, develop databases, build data pipelines, and find innovative solutions to complex data problems.

Key Responsibilities:
• Loading and joining data tables, writing functions, and configuring charts and data grids
• Publish charting for automated data feeds of effectiveness metrics
• Provide the ability to display metrics generated from automated data sources
• Research state-of-the-art data mining methods and innovative statistical models
• Identify relevant data sources and sets to mine for client business needs and collect large structured and unstructured datasets and variables
• Process, cleanse, and verify the integrity of data used for analysis
• Clearly document and present methodology, assumptions, and findings to stakeholders

Required Skills and Experience:
• Bachelor's degree in Computer Science, Data Analytics, Software Development, Information Technology, or related discipline
• 3-5 years of experience in data engineering
• Experience processing data in Advana
• Manipulating data with SQL and Python
• Developing data pipelines to support analytics
• Documenting and communicating results of analysis
• Experience manipulating data from spreadsheets (i.e. MS Excel)
• Experience with Business Intelligence (BI) Tools (Power BI, Tableau, Qlik etc.)
• Strong analytical and problem-solving skills with hands on experience driving analytic insights
• Ability and motivation to self-teach in order to stay current with leading best practices in analytics
• Expected to deliver in a fast-paced, team-oriented work environment
• Must thrive in satisfying analytic requirements from diverse user base
• Must have the knowledge and communication skills to articulate trade-offs between analytic techniques, recommend a course of action to clients, and provide effective updates on project outcome uncertainty to leadership
• US citizenship (born in the United States) with the ability to obtain a DoD Secret security clearance are required

Preferred Skills and Experience:
• Text mining and unstructured data analysis techniques
• Machine Learning techniques
• Language/Scripting skills: Python, Databricks Spark Compute
• Tools: Qlik
• Extract, Transform, Load (ETL) experience
• Predictive and prescriptive analysis
• Optimization experience
• A current/active DoD security clearance
"
33,"
Who We’re Looking For (Position Overview):

The Data Engineer provides the engineering support to the data science and software engineering team members. Includes augmenting technical support in the area of data science, data engineering, and systems engineering, and reviewing and providing technical assessments. Provides current system architecture documentation, engineering/web development programming support for program/project requirements defined tasks, data science/data engineering related technical assessments, effective communication with users and managers, and server administration, to include hardware and software support to existing servers.

Responsibilities:

• Reporting solutions will encompass multiple technology platforms used by the client and will drive business process re-design and raining/change management initiatives.

• Will work on Data cleaning and transformation efforts in delivery of CDRLs.

• Experienced in extracting and aggregating structured and unstructured data.

• Experienced in data programming languages and tools such as Python and R.

• Experience with SQL or similar database language/s.

• Experience designing and implementing data models to enable, sustain and enhance the value of information they contain.

Description of work efforts:

• Extensive experience with AWS, Java Development (React, etc).

• Clean and preprocess data to enable analytic access..

• Collaborate with the engineering team, data stewards, and mission partners to aid in getting actionable value out of the data holdings architects complex, repeatable ETL processes and skills (eg, Pentaho).

• Develop API connectors to enable ingest of new data catalog entries from databases and files. ensure that data mappings will provide the best performance for expected user experience Supports Deliverables and Reports
"
34,"
EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Government and Public Sector – Data Engineer – Senior

From strategy to execution, the Government and Public Sector practice of Ernst & Young LLP provides a full range of consulting and audit services to help our Federal, State, Local and Education clients implement new ideas to help achieve their mission outcomes. We deliver real change and measurable results through our diverse, high-performing teams, quality work at the highest professional standards, operational know-how from across our global organization, and creative and bold ideas that drive innovation. We enable our government clients to achieve their mission of protecting the nation and serving the people; increasing public safety; improving healthcare for our military, veterans, and citizens; delivering essential public services; and helping those in need. EY is ready to help our government build a better working world.

EY delivers unparalleled service in big data, business intelligence, and digital analytics built on a blend of custom-developed methods related to customer analytics, data visualization, and optimization. We leverage best practices and a high degree of business acumen that has been compiled over years of experience to ensure the highest level of execution and satisfaction for our clients. At EY, our methods are not tied to any specific platforms but rather arrived at by analyzing business needs and making sure that the solutions delivered meet all client goals.

The opportunity

You will help our clients navigate the complex world of modern data engineering and analytics. We'll look to you to provide our clients with a unique business perspective on how data science and analytics can transform and improve their entire organization – starting with key business issues they face. This is a high growth, high visibility area with plenty of opportunities to enhance your skillset and build your career.

Our Data Engineer opportunity requires skills working with AWS and hands on-experience implementing API workflow, event driven automation, autonomous infrastructure or autonomous software processes and workflows. Its imperative to have knowledge of multi-environment automation tooling, pipeline deployments or software application integration.

This role supports a mission critical development and sustainment for design, build and delivery of network operations to include cyber capabilities. Additionally, providing technical expertise to develop advanced cloud-orientated automation. You will also work with data consumers to meet specific requirements of a given data-related task.

Your key responsibilities

You'll spend most of your time working with your client(s) to deliver the latest data focused technologies and practices to design, build and maintain scalable and robust solutions that unify, enrich, and analyze data from multiple sources. As a Data Engineer, you will be responsible for designing, developing, and maintaining data processing systems and data pipelines. You will also be working with large datasets, optimizing data storage, and ensuring data quality.

Skills and attributes for success
• Design, develop, and maintain data processing systems and data pipelines that can handle large datasets
• Work with Stakeholders to determine data requirements and implement solutions to meet those needs
• Develop and maintain ETL workflows to move and transform data across different systems and platforms
• Optimize data storage and retrieval to ensure system efficiency and scalability
• Monitor data processing systems to ensure data quality and troubleshoot any issues that arise
• Collaborate with data scientists, analysts, and other team members to ensure data solutions meet business needs
• Stay up to date with industry trends and advancements in data processing technologies
• Evaluate existing data architectures and recommend improvements to optimize data infrastructure
• Experience on projects utilizing continuous delivery and deployment methodologies a plus
• Experience leading data engineering efforts
• Ability to estimate and plan data engineering efforts
• Effective management skills
• Exemplary leader

To qualify for the role, you must have
• MUST have a TS/SCI Full Scope Poly Clearance
• Bachelor's or Master's Degree in computer science or related field
• 3-5+ years of professional related experience in data engineering, with a focus on processing large datasets
• 2+ years of hands-on experience with Databricks Lakehouse Platform
• Proficiency in programming languages such as Python or Java
• Experience with big data processing technologies such as Hadoop, Spark or AWS
• Solid understanding of data modeling, data warehousing, and data management principles
• Excellent problem-solving skills and attention to detail
• Strong communication and collaboration skills, with the ability to work effectively in a team environment
• DoD or government experienced is highly preferred
• Experience designing, building, and maintenance of data architecture
• Administration of database and systems in the data architecture
• Experience with design and build of ETL programs, interfaces, and data reconciliation processes
• Management of information assurance and data governance requirements
• End-user support for data reconciliation and interface validation
• Experience developing reports and dashboards for data consumers
• Must be willing to work on-site in the greater Washington, DC metro area including McLean, Reston and Chantilly, VA (this position is 100% on-site, no hybrid or remote options)

Ideally, you'll also have
• Thorough business understanding of data science application and ability to communicate with key decision-makers
• Communication is essential, must be able to listen and understand the question and develop and deliver clear insights.
• Due to the nature of our work in the Government and Public Sector, work may be required to be completed at client, EY and/or contractor sites. Our goal is to assign professionals to projects within a commutable distance of their work location office. In certain circumstances, travel may be required beyond your work location based on client and project needs. Candidates should be willing to travel 20 – 30% or more

What we look for

We're interested in passionate leaders with strong vision and a desire to stay on top of trends in the Data Science and Big Data industry. If you have a genuine passion for helping businesses achieve the full potential of their data, this role is for you.
"
35,"
Cogent Communications is a global, Tier 1 facilities-based ISP, consistently ranked as one of the top five networks in the world and is publicly traded on the NASDAQ Stock Market under the ticker symbol CCOI. Cogent specializes in providing businesses with high speed Internet access and Ethernet transport services. Cogent's facilities-based, all-optical IP network backbone provides IP services in over 216 markets globally. Since its inception, Cogent has unleashed the benefits of IP technology, building one of the largest and highest capacity IP networks in the world. This network enables Cogent to offer large bandwidth connections at highly competitive prices. Cogent also offers superior customer support by virtue of its end-to-end control of service delivery and network monitoring. A full benefits package takes effect within 30 days of employment. Matching 401k and stock options are also included.

Responsibilities:
• Develop and update logical network diagrams ( Visio drawings) and maps of metro and long-haul optical fiber networks
• Maintain database of optical network physical parameters ( span distances, loss, fiber provider, provider ID, etc.)
• Drive the collection of metro and long haul network data
• Provide coordination between field managers, fiber acquisition team, NOC and Network planning as it pertains to documenting and verifying as-built drawings/documentation
• Provide hands-on technical expertise visually translating textual/geographical network configuration data into network diagrams and GIS coded maps
• Maintain proficiency in up-to-date technological developments in Internet/telecommunications infrastructure, DWDM/CWDM optical fiber transport systems, and GIS systems

Qualifications:
• Strong proficiency in MS Visio
• Strong working knowledge of GIS systems, including familiarity with Google Earth ( .kmz), MS Streets & Trips, MapInfo, etc.
• Demonstrated ability to render optical fiber network drawings and maps
• Basic understanding of DWDM/CWDM optical transport technologies and measurement parameters/techniques
• Strong problem solving and troubleshooting skills
• High-energy individual with good interpersonal skills who can work effectively with others, motivate peers, and drive projects to completion
• Well developed written and verbal communication skills
• 3+ years of optical fiber network experience involving a geographically distributed network including 2+ years field experience is desired
• Familiarity with fiber OSP/telco/ISP operations is strongly desired
• Bachelor's degree in a technical field or equivalent experience, certifications or training is desired
• Strong project management skills
• The ability to travel when necessary

Work Environment:

To best support your success, this is an in-office position five days a week, allowing for focused mentorship, training and personal coaching.
"
36,"
Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.

Praescient Analytics is in search of a Data Engineer to help develop best practices and providing consultative advice across a wide range of big data technologies and data management tools for our client. The Data Engineer will be expected to perform duties such as evaluating the performance of current data integrations, data management tools, and associated processes and procedures within a cloud systems environment. This position is fully remote. US Citizenship and a Public Trust clearance will be REQUIRED.

Primary Responsibilities:
• Manage and maintain ADLS file storage directories to support large multi-stage ETL pipelines
• Implement pipelines to transfer sever-based data sources into ADLS, or directly to Synapse where appropriate.
• Establish quality controls for any manual uploads of flat file extracts into ADLS
• Implement ETL/ELT process and architecture within Azure Synapse and Azure Data Factory, including creating lookup tables where necessary to improve performance or efficiency
• Implement fraud flag tables by entity and individual, linking all identified fraud flags for easy access via SQL query.
• Implement aggregate views to quickly summarize key information and enable high performance queries by analysts and other users
• Document all transformation processes and data architecture, including any derived or aggregate fields created to support the architectural design.

Required Qualifications:
• 5+ years of hands-on experience maintaining SQL databases, including expert level skills in SQL and T-SQL.
• 5+ years of hands-on experience working in cloud-based environments with distributed SQL pools.
• Experience with designing and implementing ETL/ELT processes in support of cloud-based data analytics environments.

Desired Qualifications:
• Experience with distributed systems utilizing tools such as Apache Hadoop and/or Spark.
• Experience with Azure cloud offerings.
• Experience with big data analytic tools such as Databricks or Azure Synapse.
• Experience working with graph databases such as Neo4j.
• Working experience in Agile Scrum environments.
• Experience with source control tools such as GitHub or Azure DevOps
• Bachelor's degree in Data Science, Business Intelligence, Computer Science or related fields, or the equivalent combination of education, professional training, and work experience
"
